Location,Bedroom_Size,Month,Year,Date,Price,NationalPrice
Los Angeles,Studio,1,2014,1/1/14,957,730
Anaheim,Studio,1,2014,1/1/14,1111,730
Santa Ana,Studio,1,2014,1/1/14,1054,730
Irvine,Studio,1,2014,1/1/14,1518,730
Huntington Beach,Studio,1,2014,1/1/14,1279,730
Garden Grove,Studio,1,2014,1/1/14,1094,730
Orange,Studio,1,2014,1/1/14,1219,730
Fullerton,Studio,1,2014,1/1/14,1096,730
Costa Mesa,Studio,1,2014,1/1/14,1241,730
Newport Beach,Studio,1,2014,1/1/14,1921,730
Laguna Niguel,Studio,1,2014,1/1/14,1461,730
Aliso Viejo,Studio,1,2014,1/1/14,1486,730
Laguna Beach,Studio,1,2014,1/1/14,1547,730
Los Angeles,1br,1,2014,1/1/14,1139,835
Anaheim,1br,1,2014,1/1/14,1322,835
Santa Ana,1br,1,2014,1/1/14,1255,835
Irvine,1br,1,2014,1/1/14,1807,835
Huntington Beach,1br,1,2014,1/1/14,1522,835
Garden Grove,1br,1,2014,1/1/14,1302,835
Orange,1br,1,2014,1/1/14,1450,835
Fullerton,1br,1,2014,1/1/14,1304,835
Costa Mesa,1br,1,2014,1/1/14,1477,835
Newport Beach,1br,1,2014,1/1/14,2287,835
Laguna Niguel,1br,1,2014,1/1/14,1739,835
Aliso Viejo,1br,1,2014,1/1/14,1768,835
Laguna Beach,1br,1,2014,1/1/14,1842,835
Los Angeles,2br,1,2014,1/1/14,1463,1037
Anaheim,2br,1,2014,1/1/14,1699,1037
Santa Ana,2br,1,2014,1/1/14,1612,1037
Irvine,2br,1,2014,1/1/14,2322,1037
Huntington Beach,2br,1,2014,1/1/14,1956,1037
Garden Grove,2br,1,2014,1/1/14,1673,1037
Orange,2br,1,2014,1/1/14,1864,1037
Fullerton,2br,1,2014,1/1/14,1676,1037
Costa Mesa,2br,1,2014,1/1/14,1898,1037
Newport Beach,2br,1,2014,1/1/14,2938,1037
Laguna Niguel,2br,1,2014,1/1/14,2234,1037
Aliso Viejo,2br,1,2014,1/1/14,2272,1037
Laguna Beach,2br,1,2014,1/1/14,2366,1037
Los Angeles,3br,1,2014,1/1/14,1989,1392
Anaheim,3br,1,2014,1/1/14,2309,1392
Santa Ana,3br,1,2014,1/1/14,2191,1392
Irvine,3br,1,2014,1/1/14,3155,1392
Huntington Beach,3br,1,2014,1/1/14,2659,1392
Garden Grove,3br,1,2014,1/1/14,2274,1392
Orange,3br,1,2014,1/1/14,2533,1392
Fullerton,3br,1,2014,1/1/14,2277,1392
Costa Mesa,3br,1,2014,1/1/14,2579,1392
Newport Beach,3br,1,2014,1/1/14,3994,1392
Laguna Niguel,3br,1,2014,1/1/14,3036,1392
Aliso Viejo,3br,1,2014,1/1/14,3088,1392
Laguna Beach,3br,1,2014,1/1/14,3216,1392
Los Angeles,4br,1,2014,1/1/14,2193,1623
Anaheim,4br,1,2014,1/1/14,2546,1623
Santa Ana,4br,1,2014,1/1/14,2416,1623
Irvine,4br,1,2014,1/1/14,3479,1623
Huntington Beach,4br,1,2014,1/1/14,2932,1623
Garden Grove,4br,1,2014,1/1/14,2507,1623
Orange,4br,1,2014,1/1/14,2793,1623
Fullerton,4br,1,2014,1/1/14,2511,1623
Costa Mesa,4br,1,2014,1/1/14,2844,1623
Newport Beach,4br,1,2014,1/1/14,4403,1623
Laguna Niguel,4br,1,2014,1/1/14,3348,1623
Aliso Viejo,4br,1,2014,1/1/14,3405,1623
Laguna Beach,4br,1,2014,1/1/14,3546,1623
Los Angeles,Studio,2,2014,2/1/14,961,732
Anaheim,Studio,2,2014,2/1/14,1113,732
Santa Ana,Studio,2,2014,2/1/14,1060,732
Irvine,Studio,2,2014,2/1/14,1516,732
Huntington Beach,Studio,2,2014,2/1/14,1285,732
Garden Grove,Studio,2,2014,2/1/14,1098,732
Orange,Studio,2,2014,2/1/14,1223,732
Fullerton,Studio,2,2014,2/1/14,1098,732
Costa Mesa,Studio,2,2014,2/1/14,1244,732
Newport Beach,Studio,2,2014,2/1/14,1982,732
Laguna Niguel,Studio,2,2014,2/1/14,1470,732
Aliso Viejo,Studio,2,2014,2/1/14,1490,732
Laguna Beach,Studio,2,2014,2/1/14,1613,732
Los Angeles,1br,2,2014,2/1/14,1143,838
Anaheim,1br,2,2014,2/1/14,1324,838
Santa Ana,1br,2,2014,2/1/14,1262,838
Irvine,1br,2,2014,2/1/14,1804,838
Huntington Beach,1br,2,2014,2/1/14,1529,838
Garden Grove,1br,2,2014,2/1/14,1307,838
Orange,1br,2,2014,2/1/14,1455,838
Fullerton,1br,2,2014,2/1/14,1307,838
Costa Mesa,1br,2,2014,2/1/14,1480,838
Newport Beach,1br,2,2014,2/1/14,2358,838
Laguna Niguel,1br,2,2014,2/1/14,1750,838
Aliso Viejo,1br,2,2014,2/1/14,1774,838
Laguna Beach,1br,2,2014,2/1/14,1920,838
Los Angeles,2br,2,2014,2/1/14,1469,1039
Anaheim,2br,2,2014,2/1/14,1701,1039
Santa Ana,2br,2,2014,2/1/14,1622,1039
Irvine,2br,2,2014,2/1/14,2318,1039
Huntington Beach,2br,2,2014,2/1/14,1965,1039
Garden Grove,2br,2,2014,2/1/14,1679,1039
Orange,2br,2,2014,2/1/14,1870,1039
Fullerton,2br,2,2014,2/1/14,1679,1039
Costa Mesa,2br,2,2014,2/1/14,1902,1039
Newport Beach,2br,2,2014,2/1/14,3031,1039
Laguna Niguel,2br,2,2014,2/1/14,2248,1039
Aliso Viejo,2br,2,2014,2/1/14,2279,1039
Laguna Beach,2br,2,2014,2/1/14,2468,1039
Los Angeles,3br,2,2014,2/1/14,1997,1396
Anaheim,3br,2,2014,2/1/14,2312,1396
Santa Ana,3br,2,2014,2/1/14,2204,1396
Irvine,3br,2,2014,2/1/14,3150,1396
Huntington Beach,3br,2,2014,2/1/14,2671,1396
Garden Grove,3br,2,2014,2/1/14,2282,1396
Orange,3br,2,2014,2/1/14,2541,1396
Fullerton,3br,2,2014,2/1/14,2282,1396
Costa Mesa,3br,2,2014,2/1/14,2586,1396
Newport Beach,3br,2,2014,2/1/14,4119,1396
Laguna Niguel,3br,2,2014,2/1/14,3055,1396
Aliso Viejo,3br,2,2014,2/1/14,3098,1396
Laguna Beach,3br,2,2014,2/1/14,3354,1396
Los Angeles,4br,2,2014,2/1/14,2201,1627
Anaheim,4br,2,2014,2/1/14,2550,1627
Santa Ana,4br,2,2014,2/1/14,2430,1627
Irvine,4br,2,2014,2/1/14,3474,1627
Huntington Beach,4br,2,2014,2/1/14,2945,1627
Garden Grove,4br,2,2014,2/1/14,2516,1627
Orange,4br,2,2014,2/1/14,2802,1627
Fullerton,4br,2,2014,2/1/14,2516,1627
Costa Mesa,4br,2,2014,2/1/14,2851,1627
Newport Beach,4br,2,2014,2/1/14,4541,1627
Laguna Niguel,4br,2,2014,2/1/14,3369,1627
Aliso Viejo,4br,2,2014,2/1/14,3416,1627
Laguna Beach,4br,2,2014,2/1/14,3698,1627
Los Angeles,Studio,3,2014,3/1/14,964,734
Anaheim,Studio,3,2014,3/1/14,1116,734
Santa Ana,Studio,3,2014,3/1/14,1065,734
Irvine,Studio,3,2014,3/1/14,1516,734
Huntington Beach,Studio,3,2014,3/1/14,1290,734
Garden Grove,Studio,3,2014,3/1/14,1103,734
Orange,Studio,3,2014,3/1/14,1225,734
Fullerton,Studio,3,2014,3/1/14,1099,734
Costa Mesa,Studio,3,2014,3/1/14,1246,734
Newport Beach,Studio,3,2014,3/1/14,1989,734
Laguna Niguel,Studio,3,2014,3/1/14,1475,734
Aliso Viejo,Studio,3,2014,3/1/14,1485,734
Laguna Beach,Studio,3,2014,3/1/14,1630,734
Los Angeles,1br,3,2014,3/1/14,1147,840
Anaheim,1br,3,2014,3/1/14,1328,840
Santa Ana,1br,3,2014,3/1/14,1267,840
Irvine,1br,3,2014,3/1/14,1805,840
Huntington Beach,1br,3,2014,3/1/14,1535,840
Garden Grove,1br,3,2014,3/1/14,1312,840
Orange,1br,3,2014,3/1/14,1458,840
Fullerton,1br,3,2014,3/1/14,1308,840
Costa Mesa,1br,3,2014,3/1/14,1483,840
Newport Beach,1br,3,2014,3/1/14,2368,840
Laguna Niguel,1br,3,2014,3/1/14,1756,840
Aliso Viejo,1br,3,2014,3/1/14,1767,840
Laguna Beach,1br,3,2014,3/1/14,1940,840
Los Angeles,2br,3,2014,3/1/14,1474,1043
Anaheim,2br,3,2014,3/1/14,1706,1043
Santa Ana,2br,3,2014,3/1/14,1628,1043
Irvine,2br,3,2014,3/1/14,2319,1043
Huntington Beach,2br,3,2014,3/1/14,1972,1043
Garden Grove,2br,3,2014,3/1/14,1686,1043
Orange,2br,3,2014,3/1/14,1874,1043
Fullerton,2br,3,2014,3/1/14,1681,1043
Costa Mesa,2br,3,2014,3/1/14,1905,1043
Newport Beach,2br,3,2014,3/1/14,3042,1043
Laguna Niguel,2br,3,2014,3/1/14,2257,1043
Aliso Viejo,2br,3,2014,3/1/14,2271,1043
Laguna Beach,2br,3,2014,3/1/14,2493,1043
Los Angeles,3br,3,2014,3/1/14,2004,1401
Anaheim,3br,3,2014,3/1/14,2319,1401
Santa Ana,3br,3,2014,3/1/14,2213,1401
Irvine,3br,3,2014,3/1/14,3152,1401
Huntington Beach,3br,3,2014,3/1/14,2680,1401
Garden Grove,3br,3,2014,3/1/14,2292,1401
Orange,3br,3,2014,3/1/14,2547,1401
Fullerton,3br,3,2014,3/1/14,2284,1401
Costa Mesa,3br,3,2014,3/1/14,2589,1401
Newport Beach,3br,3,2014,3/1/14,4135,1401
Laguna Niguel,3br,3,2014,3/1/14,3067,1401
Aliso Viejo,3br,3,2014,3/1/14,3087,1401
Laguna Beach,3br,3,2014,3/1/14,3388,1401
Los Angeles,4br,3,2014,3/1/14,2209,1632
Anaheim,4br,3,2014,3/1/14,2557,1632
Santa Ana,4br,3,2014,3/1/14,2440,1632
Irvine,4br,3,2014,3/1/14,3475,1632
Huntington Beach,4br,3,2014,3/1/14,2955,1632
Garden Grove,4br,3,2014,3/1/14,2527,1632
Orange,4br,3,2014,3/1/14,2808,1632
Fullerton,4br,3,2014,3/1/14,2519,1632
Costa Mesa,4br,3,2014,3/1/14,2855,1632
Newport Beach,4br,3,2014,3/1/14,4559,1632
Laguna Niguel,4br,3,2014,3/1/14,3382,1632
Aliso Viejo,4br,3,2014,3/1/14,3403,1632
Laguna Beach,4br,3,2014,3/1/14,3735,1632
Los Angeles,Studio,4,2014,4/1/14,969,738
Anaheim,Studio,4,2014,4/1/14,1119,738
Santa Ana,Studio,4,2014,4/1/14,1068,738
Irvine,Studio,4,2014,4/1/14,1518,738
Huntington Beach,Studio,4,2014,4/1/14,1293,738
Garden Grove,Studio,4,2014,4/1/14,1109,738
Orange,Studio,4,2014,4/1/14,1229,738
Fullerton,Studio,4,2014,4/1/14,1100,738
Costa Mesa,Studio,4,2014,4/1/14,1251,738
Newport Beach,Studio,4,2014,4/1/14,1992,738
Laguna Niguel,Studio,4,2014,4/1/14,1473,738
Aliso Viejo,Studio,4,2014,4/1/14,1484,738
Laguna Beach,Studio,4,2014,4/1/14,1646,738
Los Angeles,1br,4,2014,4/1/14,1153,844
Anaheim,1br,4,2014,4/1/14,1331,844
Santa Ana,1br,4,2014,4/1/14,1271,844
Irvine,1br,4,2014,4/1/14,1807,844
Huntington Beach,1br,4,2014,4/1/14,1538,844
Garden Grove,1br,4,2014,4/1/14,1320,844
Orange,1br,4,2014,4/1/14,1463,844
Fullerton,1br,4,2014,4/1/14,1309,844
Costa Mesa,1br,4,2014,4/1/14,1489,844
Newport Beach,1br,4,2014,4/1/14,2371,844
Laguna Niguel,1br,4,2014,4/1/14,1753,844
Aliso Viejo,1br,4,2014,4/1/14,1766,844
Laguna Beach,1br,4,2014,4/1/14,1959,844
Los Angeles,2br,4,2014,4/1/14,1481,1047
Anaheim,2br,4,2014,4/1/14,1711,1047
Santa Ana,2br,4,2014,4/1/14,1633,1047
Irvine,2br,4,2014,4/1/14,2321,1047
Huntington Beach,2br,4,2014,4/1/14,1977,1047
Garden Grove,2br,4,2014,4/1/14,1697,1047
Orange,2br,4,2014,4/1/14,1880,1047
Fullerton,2br,4,2014,4/1/14,1682,1047
Costa Mesa,2br,4,2014,4/1/14,1913,1047
Newport Beach,2br,4,2014,4/1/14,3046,1047
Laguna Niguel,2br,4,2014,4/1/14,2253,1047
Aliso Viejo,2br,4,2014,4/1/14,2269,1047
Laguna Beach,2br,4,2014,4/1/14,2518,1047
Los Angeles,3br,4,2014,4/1/14,2013,1407
Anaheim,3br,4,2014,4/1/14,2325,1407
Santa Ana,3br,4,2014,4/1/14,2220,1407
Irvine,3br,4,2014,4/1/14,3155,1407
Huntington Beach,3br,4,2014,4/1/14,2687,1407
Garden Grove,3br,4,2014,4/1/14,2306,1407
Orange,3br,4,2014,4/1/14,2555,1407
Fullerton,3br,4,2014,4/1/14,2286,1407
Costa Mesa,3br,4,2014,4/1/14,2600,1407
Newport Beach,3br,4,2014,4/1/14,4140,1407
Laguna Niguel,3br,4,2014,4/1/14,3062,1407
Aliso Viejo,3br,4,2014,4/1/14,3084,1407
Laguna Beach,3br,4,2014,4/1/14,3422,1407
Los Angeles,4br,4,2014,4/1/14,2220,1639
Anaheim,4br,4,2014,4/1/14,2564,1639
Santa Ana,4br,4,2014,4/1/14,2447,1639
Irvine,4br,4,2014,4/1/14,3479,1639
Huntington Beach,4br,4,2014,4/1/14,2962,1639
Garden Grove,4br,4,2014,4/1/14,2543,1639
Orange,4br,4,2014,4/1/14,2817,1639
Fullerton,4br,4,2014,4/1/14,2520,1639
Costa Mesa,4br,4,2014,4/1/14,2866,1639
Newport Beach,4br,4,2014,4/1/14,4565,1639
Laguna Niguel,4br,4,2014,4/1/14,3376,1639
Aliso Viejo,4br,4,2014,4/1/14,3400,1639
Laguna Beach,4br,4,2014,4/1/14,3773,1639
Los Angeles,Studio,5,2014,5/1/14,972,741
Anaheim,Studio,5,2014,5/1/14,1123,741
Santa Ana,Studio,5,2014,5/1/14,1072,741
Irvine,Studio,5,2014,5/1/14,1523,741
Huntington Beach,Studio,5,2014,5/1/14,1296,741
Garden Grove,Studio,5,2014,5/1/14,1113,741
Orange,Studio,5,2014,5/1/14,1233,741
Fullerton,Studio,5,2014,5/1/14,1102,741
Costa Mesa,Studio,5,2014,5/1/14,1254,741
Newport Beach,Studio,5,2014,5/1/14,1996,741
Laguna Niguel,Studio,5,2014,5/1/14,1470,741
Aliso Viejo,Studio,5,2014,5/1/14,1483,741
Laguna Beach,Studio,5,2014,5/1/14,1652,741
Los Angeles,1br,5,2014,5/1/14,1156,848
Anaheim,1br,5,2014,5/1/14,1337,848
Santa Ana,1br,5,2014,5/1/14,1276,848
Irvine,1br,5,2014,5/1/14,1813,848
Huntington Beach,1br,5,2014,5/1/14,1543,848
Garden Grove,1br,5,2014,5/1/14,1325,848
Orange,1br,5,2014,5/1/14,1468,848
Fullerton,1br,5,2014,5/1/14,1311,848
Costa Mesa,1br,5,2014,5/1/14,1492,848
Newport Beach,1br,5,2014,5/1/14,2375,848
Laguna Niguel,1br,5,2014,5/1/14,1750,848
Aliso Viejo,1br,5,2014,5/1/14,1765,848
Laguna Beach,1br,5,2014,5/1/14,1966,848
Los Angeles,2br,5,2014,5/1/14,1486,1052
Anaheim,2br,5,2014,5/1/14,1718,1052
Santa Ana,2br,5,2014,5/1/14,1640,1052
Irvine,2br,5,2014,5/1/14,2330,1052
Huntington Beach,2br,5,2014,5/1/14,1982,1052
Garden Grove,2br,5,2014,5/1/14,1703,1052
Orange,2br,5,2014,5/1/14,1886,1052
Fullerton,2br,5,2014,5/1/14,1685,1052
Costa Mesa,2br,5,2014,5/1/14,1917,1052
Newport Beach,2br,5,2014,5/1/14,3052,1052
Laguna Niguel,2br,5,2014,5/1/14,2249,1052
Aliso Viejo,2br,5,2014,5/1/14,2267,1052
Laguna Beach,2br,5,2014,5/1/14,2526,1052
Los Angeles,3br,5,2014,5/1/14,2020,1413
Anaheim,3br,5,2014,5/1/14,2335,1413
Santa Ana,3br,5,2014,5/1/14,2228,1413
Irvine,3br,5,2014,5/1/14,3166,1413
Huntington Beach,3br,5,2014,5/1/14,2694,1413
Garden Grove,3br,5,2014,5/1/14,2314,1413
Orange,3br,5,2014,5/1/14,2563,1413
Fullerton,3br,5,2014,5/1/14,2290,1413
Costa Mesa,3br,5,2014,5/1/14,2606,1413
Newport Beach,3br,5,2014,5/1/14,4148,1413
Laguna Niguel,3br,5,2014,5/1/14,3056,1413
Aliso Viejo,3br,5,2014,5/1/14,3082,1413
Laguna Beach,3br,5,2014,5/1/14,3433,1413
Los Angeles,4br,5,2014,5/1/14,2227,1647
Anaheim,4br,5,2014,5/1/14,2574,1647
Santa Ana,4br,5,2014,5/1/14,2457,1647
Irvine,4br,5,2014,5/1/14,3491,1647
Huntington Beach,4br,5,2014,5/1/14,2970,1647
Garden Grove,4br,5,2014,5/1/14,2552,1647
Orange,4br,5,2014,5/1/14,2826,1647
Fullerton,4br,5,2014,5/1/14,2525,1647
Costa Mesa,4br,5,2014,5/1/14,2873,1647
Newport Beach,4br,5,2014,5/1/14,4574,1647
Laguna Niguel,4br,5,2014,5/1/14,3370,1647
Aliso Viejo,4br,5,2014,5/1/14,3398,1647
Laguna Beach,4br,5,2014,5/1/14,3785,1647
Los Angeles,Studio,6,2014,6/1/14,975,744
Anaheim,Studio,6,2014,6/1/14,1128,744
Santa Ana,Studio,6,2014,6/1/14,1075,744
Irvine,Studio,6,2014,6/1/14,1529,744
Huntington Beach,Studio,6,2014,6/1/14,1304,744
Garden Grove,Studio,6,2014,6/1/14,1118,744
Orange,Studio,6,2014,6/1/14,1235,744
Fullerton,Studio,6,2014,6/1/14,1103,744
Costa Mesa,Studio,6,2014,6/1/14,1261,744
Newport Beach,Studio,6,2014,6/1/14,2024,744
Laguna Niguel,Studio,6,2014,6/1/14,1477,744
Aliso Viejo,Studio,6,2014,6/1/14,1494,744
Laguna Beach,Studio,6,2014,6/1/14,1672,744
Los Angeles,1br,6,2014,6/1/14,1160,852
Anaheim,1br,6,2014,6/1/14,1343,852
Santa Ana,1br,6,2014,6/1/14,1280,852
Irvine,1br,6,2014,6/1/14,1820,852
Huntington Beach,1br,6,2014,6/1/14,1552,852
Garden Grove,1br,6,2014,6/1/14,1331,852
Orange,1br,6,2014,6/1/14,1470,852
Fullerton,1br,6,2014,6/1/14,1313,852
Costa Mesa,1br,6,2014,6/1/14,1501,852
Newport Beach,1br,6,2014,6/1/14,2409,852
Laguna Niguel,1br,6,2014,6/1/14,1758,852
Aliso Viejo,1br,6,2014,6/1/14,1778,852
Laguna Beach,1br,6,2014,6/1/14,1990,852
Los Angeles,2br,6,2014,6/1/14,1491,1057
Anaheim,2br,6,2014,6/1/14,1725,1057
Santa Ana,2br,6,2014,6/1/14,1645,1057
Irvine,2br,6,2014,6/1/14,2339,1057
Huntington Beach,2br,6,2014,6/1/14,1994,1057
Garden Grove,2br,6,2014,6/1/14,1710,1057
Orange,2br,6,2014,6/1/14,1889,1057
Fullerton,2br,6,2014,6/1/14,1687,1057
Costa Mesa,2br,6,2014,6/1/14,1929,1057
Newport Beach,2br,6,2014,6/1/14,3095,1057
Laguna Niguel,2br,6,2014,6/1/14,2259,1057
Aliso Viejo,2br,6,2014,6/1/14,2284,1057
Laguna Beach,2br,6,2014,6/1/14,2557,1057
Los Angeles,3br,6,2014,6/1/14,2026,1419
Anaheim,3br,6,2014,6/1/14,2345,1419
Santa Ana,3br,6,2014,6/1/14,2235,1419
Irvine,3br,6,2014,6/1/14,3178,1419
Huntington Beach,3br,6,2014,6/1/14,2710,1419
Garden Grove,3br,6,2014,6/1/14,2324,1419
Orange,3br,6,2014,6/1/14,2568,1419
Fullerton,3br,6,2014,6/1/14,2293,1419
Costa Mesa,3br,6,2014,6/1/14,2621,1419
Newport Beach,3br,6,2014,6/1/14,4207,1419
Laguna Niguel,3br,6,2014,6/1/14,3071,1419
Aliso Viejo,3br,6,2014,6/1/14,3104,1419
Laguna Beach,3br,6,2014,6/1/14,3475,1419
Los Angeles,4br,6,2014,6/1/14,2234,1654
Anaheim,4br,6,2014,6/1/14,2586,1654
Santa Ana,4br,6,2014,6/1/14,2464,1654
Irvine,4br,6,2014,6/1/14,3505,1654
Huntington Beach,4br,6,2014,6/1/14,2988,1654
Garden Grove,4br,6,2014,6/1/14,2562,1654
Orange,4br,6,2014,6/1/14,2831,1654
Fullerton,4br,6,2014,6/1/14,2529,1654
Costa Mesa,4br,6,2014,6/1/14,2890,1654
Newport Beach,4br,6,2014,6/1/14,4638,1654
Laguna Niguel,4br,6,2014,6/1/14,3386,1654
Aliso Viejo,4br,6,2014,6/1/14,3423,1654
Laguna Beach,4br,6,2014,6/1/14,3831,1654
Los Angeles,Studio,7,2014,7/1/14,981,748
Anaheim,Studio,7,2014,7/1/14,1134,748
Santa Ana,Studio,7,2014,7/1/14,1081,748
Irvine,Studio,7,2014,7/1/14,1546,748
Huntington Beach,Studio,7,2014,7/1/14,1311,748
Garden Grove,Studio,7,2014,7/1/14,1124,748
Orange,Studio,7,2014,7/1/14,1240,748
Fullerton,Studio,7,2014,7/1/14,1111,748
Costa Mesa,Studio,7,2014,7/1/14,1272,748
Newport Beach,Studio,7,2014,7/1/14,2060,748
Laguna Niguel,Studio,7,2014,7/1/14,1483,748
Aliso Viejo,Studio,7,2014,7/1/14,1505,748
Laguna Beach,Studio,7,2014,7/1/14,1724,748
Los Angeles,1br,7,2014,7/1/14,1168,857
Anaheim,1br,7,2014,7/1/14,1349,857
Santa Ana,1br,7,2014,7/1/14,1287,857
Irvine,1br,7,2014,7/1/14,1841,857
Huntington Beach,1br,7,2014,7/1/14,1561,857
Garden Grove,1br,7,2014,7/1/14,1337,857
Orange,1br,7,2014,7/1/14,1476,857
Fullerton,1br,7,2014,7/1/14,1322,857
Costa Mesa,1br,7,2014,7/1/14,1513,857
Newport Beach,1br,7,2014,7/1/14,2452,857
Laguna Niguel,1br,7,2014,7/1/14,1765,857
Aliso Viejo,1br,7,2014,7/1/14,1792,857
Laguna Beach,1br,7,2014,7/1/14,2052,857
Los Angeles,2br,7,2014,7/1/14,1501,1063
Anaheim,2br,7,2014,7/1/14,1734,1063
Santa Ana,2br,7,2014,7/1/14,1653,1063
Irvine,2br,7,2014,7/1/14,2365,1063
Huntington Beach,2br,7,2014,7/1/14,2006,1063
Garden Grove,2br,7,2014,7/1/14,1718,1063
Orange,2br,7,2014,7/1/14,1897,1063
Fullerton,2br,7,2014,7/1/14,1699,1063
Costa Mesa,2br,7,2014,7/1/14,1945,1063
Newport Beach,2br,7,2014,7/1/14,3151,1063
Laguna Niguel,2br,7,2014,7/1/14,2268,1063
Aliso Viejo,2br,7,2014,7/1/14,2302,1063
Laguna Beach,2br,7,2014,7/1/14,2637,1063
Los Angeles,3br,7,2014,7/1/14,2039,1428
Anaheim,3br,7,2014,7/1/14,2356,1428
Santa Ana,3br,7,2014,7/1/14,2247,1428
Irvine,3br,7,2014,7/1/14,3214,1428
Huntington Beach,3br,7,2014,7/1/14,2726,1428
Garden Grove,3br,7,2014,7/1/14,2335,1428
Orange,3br,7,2014,7/1/14,2578,1428
Fullerton,3br,7,2014,7/1/14,2309,1428
Costa Mesa,3br,7,2014,7/1/14,2643,1428
Newport Beach,3br,7,2014,7/1/14,4282,1428
Laguna Niguel,3br,7,2014,7/1/14,3082,1428
Aliso Viejo,3br,7,2014,7/1/14,3129,1428
Laguna Beach,3br,7,2014,7/1/14,3584,1428
Los Angeles,4br,7,2014,7/1/14,2249,1663
Anaheim,4br,7,2014,7/1/14,2598,1663
Santa Ana,4br,7,2014,7/1/14,2478,1663
Irvine,4br,7,2014,7/1/14,3544,1663
Huntington Beach,4br,7,2014,7/1/14,3005,1663
Garden Grove,4br,7,2014,7/1/14,2575,1663
Orange,4br,7,2014,7/1/14,2842,1663
Fullerton,4br,7,2014,7/1/14,2546,1663
Costa Mesa,4br,7,2014,7/1/14,2914,1663
Newport Beach,4br,7,2014,7/1/14,4721,1663
Laguna Niguel,4br,7,2014,7/1/14,3399,1663
Aliso Viejo,4br,7,2014,7/1/14,3450,1663
Laguna Beach,4br,7,2014,7/1/14,3952,1663
Los Angeles,Studio,8,2014,8/1/14,988,751
Anaheim,Studio,8,2014,8/1/14,1141,751
Santa Ana,Studio,8,2014,8/1/14,1084,751
Irvine,Studio,8,2014,8/1/14,1556,751
Huntington Beach,Studio,8,2014,8/1/14,1324,751
Garden Grove,Studio,8,2014,8/1/14,1130,751
Orange,Studio,8,2014,8/1/14,1245,751
Fullerton,Studio,8,2014,8/1/14,1116,751
Costa Mesa,Studio,8,2014,8/1/14,1281,751
Newport Beach,Studio,8,2014,8/1/14,2086,751
Laguna Niguel,Studio,8,2014,8/1/14,1493,751
Aliso Viejo,Studio,8,2014,8/1/14,1523,751
Laguna Beach,Studio,8,2014,8/1/14,1740,751
Los Angeles,1br,8,2014,8/1/14,1175,860
Anaheim,1br,8,2014,8/1/14,1358,860
Santa Ana,1br,8,2014,8/1/14,1291,860
Irvine,1br,8,2014,8/1/14,1852,860
Huntington Beach,1br,8,2014,8/1/14,1576,860
Garden Grove,1br,8,2014,8/1/14,1345,860
Orange,1br,8,2014,8/1/14,1482,860
Fullerton,1br,8,2014,8/1/14,1329,860
Costa Mesa,1br,8,2014,8/1/14,1525,860
Newport Beach,1br,8,2014,8/1/14,2483,860
Laguna Niguel,1br,8,2014,8/1/14,1777,860
Aliso Viejo,1br,8,2014,8/1/14,1813,860
Laguna Beach,1br,8,2014,8/1/14,2071,860
Los Angeles,2br,8,2014,8/1/14,1510,1066
Anaheim,2br,8,2014,8/1/14,1745,1066
Santa Ana,2br,8,2014,8/1/14,1658,1066
Irvine,2br,8,2014,8/1/14,2380,1066
Huntington Beach,2br,8,2014,8/1/14,2025,1066
Garden Grove,2br,8,2014,8/1/14,1728,1066
Orange,2br,8,2014,8/1/14,1905,1066
Fullerton,2br,8,2014,8/1/14,1707,1066
Costa Mesa,2br,8,2014,8/1/14,1959,1066
Newport Beach,2br,8,2014,8/1/14,3190,1066
Laguna Niguel,2br,8,2014,8/1/14,2283,1066
Aliso Viejo,2br,8,2014,8/1/14,2329,1066
Laguna Beach,2br,8,2014,8/1/14,2661,1066
Los Angeles,3br,8,2014,8/1/14,2053,1433
Anaheim,3br,8,2014,8/1/14,2371,1433
Santa Ana,3br,8,2014,8/1/14,2254,1433
Irvine,3br,8,2014,8/1/14,3235,1433
Huntington Beach,3br,8,2014,8/1/14,2752,1433
Garden Grove,3br,8,2014,8/1/14,2348,1433
Orange,3br,8,2014,8/1/14,2588,1433
Fullerton,3br,8,2014,8/1/14,2320,1433
Costa Mesa,3br,8,2014,8/1/14,2663,1433
Newport Beach,3br,8,2014,8/1/14,4336,1433
Laguna Niguel,3br,8,2014,8/1/14,3103,1433
Aliso Viejo,3br,8,2014,8/1/14,3166,1433
Laguna Beach,3br,8,2014,8/1/14,3616,1433
Los Angeles,4br,8,2014,8/1/14,2263,1669
Anaheim,4br,8,2014,8/1/14,2614,1669
Santa Ana,4br,8,2014,8/1/14,2485,1669
Irvine,4br,8,2014,8/1/14,3567,1669
Huntington Beach,4br,8,2014,8/1/14,3034,1669
Garden Grove,4br,8,2014,8/1/14,2589,1669
Orange,4br,8,2014,8/1/14,2854,1669
Fullerton,4br,8,2014,8/1/14,2558,1669
Costa Mesa,4br,8,2014,8/1/14,2936,1669
Newport Beach,4br,8,2014,8/1/14,4781,1669
Laguna Niguel,4br,8,2014,8/1/14,3422,1669
Aliso Viejo,4br,8,2014,8/1/14,3491,1669
Laguna Beach,4br,8,2014,8/1/14,3987,1669
Los Angeles,Studio,9,2014,9/1/14,993,753
