Location,Bedroom_Size,Month,Year,Date,Price,NationalPrice
Irvine,4br,12,2017,12/1/17,4050,1823
Huntington Beach,4br,12,2017,12/1/17,3499,1823
Garden Grove,4br,12,2017,12/1/17,3144,1823
Orange,4br,12,2017,12/1/17,3381,1823
Fullerton,4br,12,2017,12/1/17,2907,1823
Costa Mesa,4br,12,2017,12/1/17,3498,1823
Newport Beach,4br,12,2017,12/1/17,5424,1823
Laguna Niguel,4br,12,2017,12/1/17,3468,1823
Aliso Viejo,4br,12,2017,12/1/17,3139,1823
Laguna Beach,4br,12,2017,12/1/17,4003,1823
Los Angeles,Studio,1,2018,1/1/18,1129,819
Anaheim,Studio,1,2018,1/1/18,1359,819
Santa Ana,Studio,1,2018,1/1/18,1213,819
Irvine,Studio,1,2018,1/1/18,1763,819
Huntington Beach,Studio,1,2018,1/1/18,1518,819
Garden Grove,Studio,1,2018,1/1/18,1370,819
Orange,Studio,1,2018,1/1/18,1484,819
Fullerton,Studio,1,2018,1/1/18,1267,819
Costa Mesa,Studio,1,2018,1/1/18,1529,819
Newport Beach,Studio,1,2018,1/1/18,2367,819
Laguna Niguel,Studio,1,2018,1/1/18,1513,819
Aliso Viejo,Studio,1,2018,1/1/18,1370,819
Laguna Beach,Studio,1,2018,1/1/18,1746,819
Los Angeles,1br,1,2018,1/1/18,1344,937
Anaheim,1br,1,2018,1/1/18,1617,937
Santa Ana,1br,1,2018,1/1/18,1444,937
Irvine,1br,1,2018,1/1/18,2099,937
Huntington Beach,1br,1,2018,1/1/18,1806,937
Garden Grove,1br,1,2018,1/1/18,1631,937
Orange,1br,1,2018,1/1/18,1766,937
Fullerton,1br,1,2018,1/1/18,1508,937
Costa Mesa,1br,1,2018,1/1/18,1820,937
Newport Beach,1br,1,2018,1/1/18,2818,937
Laguna Niguel,1br,1,2018,1/1/18,1801,937
Aliso Viejo,1br,1,2018,1/1/18,1630,937
Laguna Beach,1br,1,2018,1/1/18,2078,937
Los Angeles,2br,1,2018,1/1/18,1727,1163
Anaheim,2br,1,2018,1/1/18,2078,1163
Santa Ana,2br,1,2018,1/1/18,1856,1163
Irvine,2br,1,2018,1/1/18,2697,1163
Huntington Beach,2br,1,2018,1/1/18,2321,1163
Garden Grove,2br,1,2018,1/1/18,2096,1163
Orange,2br,1,2018,1/1/18,2269,1163
Fullerton,2br,1,2018,1/1/18,1938,1163
Costa Mesa,2br,1,2018,1/1/18,2339,1163
Newport Beach,2br,1,2018,1/1/18,3621,1163
Laguna Niguel,2br,1,2018,1/1/18,2314,1163
Aliso Viejo,2br,1,2018,1/1/18,2095,1163
Laguna Beach,2br,1,2018,1/1/18,2671,1163
Los Angeles,3br,1,2018,1/1/18,2348,1562
Anaheim,3br,1,2018,1/1/18,2825,1562
Santa Ana,3br,1,2018,1/1/18,2522,1562
Irvine,3br,1,2018,1/1/18,3665,1562
Huntington Beach,3br,1,2018,1/1/18,3155,1562
Garden Grove,3br,1,2018,1/1/18,2848,1562
Orange,3br,1,2018,1/1/18,3084,1562
Fullerton,3br,1,2018,1/1/18,2633,1562
Costa Mesa,3br,1,2018,1/1/18,3179,1562
Newport Beach,3br,1,2018,1/1/18,4921,1562
Laguna Niguel,3br,1,2018,1/1/18,3145,1562
Aliso Viejo,3br,1,2018,1/1/18,2847,1562
Laguna Beach,3br,1,2018,1/1/18,3630,1562
Los Angeles,4br,1,2018,1/1/18,2588,1820
Anaheim,4br,1,2018,1/1/18,3115,1820
Santa Ana,4br,1,2018,1/1/18,2781,1820
Irvine,4br,1,2018,1/1/18,4041,1820
Huntington Beach,4br,1,2018,1/1/18,3478,1820
Garden Grove,4br,1,2018,1/1/18,3140,1820
Orange,4br,1,2018,1/1/18,3400,1820
Fullerton,4br,1,2018,1/1/18,2904,1820
Costa Mesa,4br,1,2018,1/1/18,3505,1820
Newport Beach,4br,1,2018,1/1/18,5425,1820
Laguna Niguel,4br,1,2018,1/1/18,3468,1820
Aliso Viejo,4br,1,2018,1/1/18,3139,1820
Laguna Beach,4br,1,2018,1/1/18,4002,1820
Los Angeles,Studio,2,2018,2/1/18,1133,820
Anaheim,Studio,2,2018,2/1/18,1374,820
Santa Ana,Studio,2,2018,2/1/18,1221,820
Irvine,Studio,2,2018,2/1/18,1759,820
Huntington Beach,Studio,2,2018,2/1/18,1555,820
Garden Grove,Studio,2,2018,2/1/18,1370,820
Orange,Studio,2,2018,2/1/18,1483,820
Fullerton,Studio,2,2018,2/1/18,1279,820
Costa Mesa,Studio,2,2018,2/1/18,1525,820
Newport Beach,Studio,2,2018,2/1/18,2357,820
Laguna Niguel,Studio,2,2018,2/1/18,1509,820
Aliso Viejo,Studio,2,2018,2/1/18,1375,820
Laguna Beach,Studio,2,2018,2/1/18,1720,820
Los Angeles,1br,2,2018,2/1/18,1349,938
Anaheim,1br,2,2018,2/1/18,1635,938
Santa Ana,1br,2,2018,2/1/18,1453,938
Irvine,1br,2,2018,2/1/18,2094,938
Huntington Beach,1br,2,2018,2/1/18,1850,938
Garden Grove,1br,2,2018,2/1/18,1631,938
Orange,1br,2,2018,2/1/18,1765,938
Fullerton,1br,2,2018,2/1/18,1522,938
Costa Mesa,1br,2,2018,2/1/18,1815,938
Newport Beach,1br,2,2018,2/1/18,2805,938
Laguna Niguel,1br,2,2018,2/1/18,1795,938
Aliso Viejo,1br,2,2018,2/1/18,1636,938
Laguna Beach,1br,2,2018,2/1/18,2047,938
Los Angeles,2br,2,2018,2/1/18,1733,1164
Anaheim,2br,2,2018,2/1/18,2101,1164
Santa Ana,2br,2,2018,2/1/18,1867,1164
Irvine,2br,2,2018,2/1/18,2690,1164
Huntington Beach,2br,2,2018,2/1/18,2378,1164
Garden Grove,2br,2,2018,2/1/18,2096,1164
Orange,2br,2,2018,2/1/18,2268,1164
Fullerton,2br,2,2018,2/1/18,1956,1164
Costa Mesa,2br,2,2018,2/1/18,2332,1164
Newport Beach,2br,2,2018,2/1/18,3604,1164
Laguna Niguel,2br,2,2018,2/1/18,2307,1164
Aliso Viejo,2br,2,2018,2/1/18,2103,1164
Laguna Beach,2br,2,2018,2/1/18,2631,1164
Los Angeles,3br,2,2018,2/1/18,2356,1563
Anaheim,3br,2,2018,2/1/18,2855,1563
Santa Ana,3br,2,2018,2/1/18,2537,1563
Irvine,3br,2,2018,2/1/18,3657,1563
Huntington Beach,3br,2,2018,2/1/18,3232,1563
Garden Grove,3br,2,2018,2/1/18,2848,1563
Orange,3br,2,2018,2/1/18,3082,1563
Fullerton,3br,2,2018,2/1/18,2659,1563
Costa Mesa,3br,2,2018,2/1/18,3169,1563
Newport Beach,3br,2,2018,2/1/18,4898,1563
Laguna Niguel,3br,2,2018,2/1/18,3136,1563
Aliso Viejo,3br,2,2018,2/1/18,2857,1563
Laguna Beach,3br,2,2018,2/1/18,3576,1563
Los Angeles,4br,2,2018,2/1/18,2598,1822
Anaheim,4br,2,2018,2/1/18,3148,1822
Santa Ana,4br,2,2018,2/1/18,2798,1822
Irvine,4br,2,2018,2/1/18,4032,1822
Huntington Beach,4br,2,2018,2/1/18,3563,1822
Garden Grove,4br,2,2018,2/1/18,3140,1822
Orange,4br,2,2018,2/1/18,3398,1822
Fullerton,4br,2,2018,2/1/18,2931,1822
Costa Mesa,4br,2,2018,2/1/18,3495,1822
Newport Beach,4br,2,2018,2/1/18,5401,1822
Laguna Niguel,4br,2,2018,2/1/18,3457,1822
Aliso Viejo,4br,2,2018,2/1/18,3151,1822
Laguna Beach,4br,2,2018,2/1/18,3942,1822
Los Angeles,Studio,3,2018,3/1/18,1137,821
Anaheim,Studio,3,2018,3/1/18,1380,821
Santa Ana,Studio,3,2018,3/1/18,1225,821
Irvine,Studio,3,2018,3/1/18,1754,821
Huntington Beach,Studio,3,2018,3/1/18,1567,821
Garden Grove,Studio,3,2018,3/1/18,1373,821
Orange,Studio,3,2018,3/1/18,1484,821
Fullerton,Studio,3,2018,3/1/18,1288,821
Costa Mesa,Studio,3,2018,3/1/18,1523,821
Newport Beach,Studio,3,2018,3/1/18,2342,821
Laguna Niguel,Studio,3,2018,3/1/18,1502,821
Aliso Viejo,Studio,3,2018,3/1/18,1374,821
Laguna Beach,Studio,3,2018,3/1/18,1710,821
Los Angeles,1br,3,2018,3/1/18,1353,940
Anaheim,1br,3,2018,3/1/18,1643,940
Santa Ana,1br,3,2018,3/1/18,1458,940
Irvine,1br,3,2018,3/1/18,2087,940
Huntington Beach,1br,3,2018,3/1/18,1866,940
Garden Grove,1br,3,2018,3/1/18,1634,940
Orange,1br,3,2018,3/1/18,1767,940
Fullerton,1br,3,2018,3/1/18,1532,940
Costa Mesa,1br,3,2018,3/1/18,1813,940
Newport Beach,1br,3,2018,3/1/18,2787,940
Laguna Niguel,1br,3,2018,3/1/18,1788,940
Aliso Viejo,1br,3,2018,3/1/18,1635,940
Laguna Beach,1br,3,2018,3/1/18,2035,940
Los Angeles,2br,3,2018,3/1/18,1739,1166
Anaheim,2br,3,2018,3/1/18,2111,1166
Santa Ana,2br,3,2018,3/1/18,1873,1166
Irvine,2br,3,2018,3/1/18,2682,1166
Huntington Beach,2br,3,2018,3/1/18,2397,1166
Garden Grove,2br,3,2018,3/1/18,2099,1166
Orange,2br,3,2018,3/1/18,2270,1166
Fullerton,2br,3,2018,3/1/18,1969,1166
Costa Mesa,2br,3,2018,3/1/18,2330,1166
Newport Beach,2br,3,2018,3/1/18,3582,1166
Laguna Niguel,2br,3,2018,3/1/18,2297,1166
Aliso Viejo,2br,3,2018,3/1/18,2101,1166
Laguna Beach,2br,3,2018,3/1/18,2615,1166
Los Angeles,3br,3,2018,3/1/18,2363,1566
Anaheim,3br,3,2018,3/1/18,2869,1566
Santa Ana,3br,3,2018,3/1/18,2546,1566
Irvine,3br,3,2018,3/1/18,3645,1566
Huntington Beach,3br,3,2018,3/1/18,3258,1566
Garden Grove,3br,3,2018,3/1/18,2853,1566
Orange,3br,3,2018,3/1/18,3085,1566
Fullerton,3br,3,2018,3/1/18,2676,1566
Costa Mesa,3br,3,2018,3/1/18,3166,1566
Newport Beach,3br,3,2018,3/1/18,4868,1566
Laguna Niguel,3br,3,2018,3/1/18,3122,1566
Aliso Viejo,3br,3,2018,3/1/18,2855,1566
Laguna Beach,3br,3,2018,3/1/18,3553,1566
Los Angeles,4br,3,2018,3/1/18,2606,1825
Anaheim,4br,3,2018,3/1/18,3163,1825
Santa Ana,4br,3,2018,3/1/18,2807,1825
Irvine,4br,3,2018,3/1/18,4019,1825
Huntington Beach,4br,3,2018,3/1/18,3592,1825
Garden Grove,4br,3,2018,3/1/18,3146,1825
Orange,4br,3,2018,3/1/18,3402,1825
Fullerton,4br,3,2018,3/1/18,2951,1825
Costa Mesa,4br,3,2018,3/1/18,3491,1825
Newport Beach,4br,3,2018,3/1/18,5367,1825
Laguna Niguel,4br,3,2018,3/1/18,3442,1825
Aliso Viejo,4br,3,2018,3/1/18,3149,1825
Laguna Beach,4br,3,2018,3/1/18,3918,1825
Los Angeles,Studio,4,2018,4/1/18,1139,823
Anaheim,Studio,4,2018,4/1/18,1377,823
Santa Ana,Studio,4,2018,4/1/18,1218,823
Irvine,Studio,4,2018,4/1/18,1749,823
Huntington Beach,Studio,4,2018,4/1/18,1554,823
Garden Grove,Studio,4,2018,4/1/18,1371,823
Orange,Studio,4,2018,4/1/18,1487,823
Fullerton,Studio,4,2018,4/1/18,1289,823
Costa Mesa,Studio,4,2018,4/1/18,1528,823
Newport Beach,Studio,4,2018,4/1/18,2357,823
Laguna Niguel,Studio,4,2018,4/1/18,1506,823
Aliso Viejo,Studio,4,2018,4/1/18,1370,823
Laguna Beach,Studio,4,2018,4/1/18,1731,823
Los Angeles,1br,4,2018,4/1/18,1355,942
Anaheim,1br,4,2018,4/1/18,1639,942
Santa Ana,1br,4,2018,4/1/18,1450,942
Irvine,1br,4,2018,4/1/18,2082,942
Huntington Beach,1br,4,2018,4/1/18,1850,942
Garden Grove,1br,4,2018,4/1/18,1631,942
Orange,1br,4,2018,4/1/18,1770,942
Fullerton,1br,4,2018,4/1/18,1535,942
Costa Mesa,1br,4,2018,4/1/18,1818,942
Newport Beach,1br,4,2018,4/1/18,2806,942
Laguna Niguel,1br,4,2018,4/1/18,1792,942
Aliso Viejo,1br,4,2018,4/1/18,1631,942
Laguna Beach,1br,4,2018,4/1/18,2060,942
Los Angeles,2br,4,2018,4/1/18,1741,1169
Anaheim,2br,4,2018,4/1/18,2106,1169
Santa Ana,2br,4,2018,4/1/18,1863,1169
Irvine,2br,4,2018,4/1/18,2675,1169
Huntington Beach,2br,4,2018,4/1/18,2377,1169
Garden Grove,2br,4,2018,4/1/18,2096,1169
Orange,2br,4,2018,4/1/18,2274,1169
Fullerton,2br,4,2018,4/1/18,1972,1169
Costa Mesa,2br,4,2018,4/1/18,2336,1169
Newport Beach,2br,4,2018,4/1/18,3605,1169
Laguna Niguel,2br,4,2018,4/1/18,2303,1169
Aliso Viejo,2br,4,2018,4/1/18,2095,1169
Laguna Beach,2br,4,2018,4/1/18,2647,1169
Los Angeles,3br,4,2018,4/1/18,2367,1570
Anaheim,3br,4,2018,4/1/18,2862,1570
Santa Ana,3br,4,2018,4/1/18,2531,1570
Irvine,3br,4,2018,4/1/18,3636,1570
Huntington Beach,3br,4,2018,4/1/18,3230,1570
Garden Grove,3br,4,2018,4/1/18,2849,1570
Orange,3br,4,2018,4/1/18,3090,1570
Fullerton,3br,4,2018,4/1/18,2680,1570
Costa Mesa,3br,4,2018,4/1/18,3175,1570
Newport Beach,3br,4,2018,4/1/18,4900,1570
Laguna Niguel,3br,4,2018,4/1/18,3130,1570
Aliso Viejo,3br,4,2018,4/1/18,2848,1570
Laguna Beach,3br,4,2018,4/1/18,3597,1570
Los Angeles,4br,4,2018,4/1/18,2610,1830
Anaheim,4br,4,2018,4/1/18,3155,1830
Santa Ana,4br,4,2018,4/1/18,2791,1830
Irvine,4br,4,2018,4/1/18,4009,1830
Huntington Beach,4br,4,2018,4/1/18,3562,1830
Garden Grove,4br,4,2018,4/1/18,3141,1830
Orange,4br,4,2018,4/1/18,3407,1830
Fullerton,4br,4,2018,4/1/18,2955,1830
Costa Mesa,4br,4,2018,4/1/18,3501,1830
Newport Beach,4br,4,2018,4/1/18,5402,1830
Laguna Niguel,4br,4,2018,4/1/18,3451,1830
Aliso Viejo,4br,4,2018,4/1/18,3140,1830
Laguna Beach,4br,4,2018,4/1/18,3966,1830
Los Angeles,Studio,5,2018,5/1/18,1141,827
Anaheim,Studio,5,2018,5/1/18,1367,827
Santa Ana,Studio,5,2018,5/1/18,1211,827
Irvine,Studio,5,2018,5/1/18,1749,827
Huntington Beach,Studio,5,2018,5/1/18,1539,827
Garden Grove,Studio,5,2018,5/1/18,1370,827
Orange,Studio,5,2018,5/1/18,1493,827
Fullerton,Studio,5,2018,5/1/18,1293,827
Costa Mesa,Studio,5,2018,5/1/18,1533,827
Newport Beach,Studio,5,2018,5/1/18,2387,827
Laguna Niguel,Studio,5,2018,5/1/18,1518,827
Aliso Viejo,Studio,5,2018,5/1/18,1376,827
Laguna Beach,Studio,5,2018,5/1/18,1760,827
Los Angeles,1br,5,2018,5/1/18,1358,946
Anaheim,1br,5,2018,5/1/18,1627,946
Santa Ana,1br,5,2018,5/1/18,1441,946
Irvine,1br,5,2018,5/1/18,2082,946
Huntington Beach,1br,5,2018,5/1/18,1832,946
Garden Grove,1br,5,2018,5/1/18,1630,946
Orange,1br,5,2018,5/1/18,1777,946
Fullerton,1br,5,2018,5/1/18,1539,946
Costa Mesa,1br,5,2018,5/1/18,1824,946
Newport Beach,1br,5,2018,5/1/18,2841,946
Laguna Niguel,1br,5,2018,5/1/18,1807,946
Aliso Viejo,1br,5,2018,5/1/18,1637,946
Laguna Beach,1br,5,2018,5/1/18,2095,946
Los Angeles,2br,5,2018,5/1/18,1745,1174
Anaheim,2br,5,2018,5/1/18,2091,1174
Santa Ana,2br,5,2018,5/1/18,1852,1174
Irvine,2br,5,2018,5/1/18,2675,1174
Huntington Beach,2br,5,2018,5/1/18,2354,1174
Garden Grove,2br,5,2018,5/1/18,2095,1174
Orange,2br,5,2018,5/1/18,2283,1174
Fullerton,2br,5,2018,5/1/18,1978,1174
Costa Mesa,2br,5,2018,5/1/18,2344,1174
Newport Beach,2br,5,2018,5/1/18,3651,1174
Laguna Niguel,2br,5,2018,5/1/18,2321,1174
Aliso Viejo,2br,5,2018,5/1/18,2104,1174
Laguna Beach,2br,5,2018,5/1/18,2692,1174
Los Angeles,3br,5,2018,5/1/18,2372,1577
Anaheim,3br,5,2018,5/1/18,2841,1577
Santa Ana,3br,5,2018,5/1/18,2516,1577
Irvine,3br,5,2018,5/1/18,3635,1577
Huntington Beach,3br,5,2018,5/1/18,3199,1577
Garden Grove,3br,5,2018,5/1/18,2847,1577
Orange,3br,5,2018,5/1/18,3103,1577
Fullerton,3br,5,2018,5/1/18,2688,1577
Costa Mesa,3br,5,2018,5/1/18,3186,1577
Newport Beach,3br,5,2018,5/1/18,4962,1577
Laguna Niguel,3br,5,2018,5/1/18,3155,1577
Aliso Viejo,3br,5,2018,5/1/18,2859,1577
Laguna Beach,3br,5,2018,5/1/18,3659,1577
Los Angeles,4br,5,2018,5/1/18,2615,1838
Anaheim,4br,5,2018,5/1/18,3133,1838
Santa Ana,4br,5,2018,5/1/18,2775,1838
Irvine,4br,5,2018,5/1/18,4008,1838
Huntington Beach,4br,5,2018,5/1/18,3528,1838
Garden Grove,4br,5,2018,5/1/18,3139,1838
Orange,4br,5,2018,5/1/18,3421,1838
Fullerton,4br,5,2018,5/1/18,2964,1838
Costa Mesa,4br,5,2018,5/1/18,3513,1838
Newport Beach,4br,5,2018,5/1/18,5471,1838
Laguna Niguel,4br,5,2018,5/1/18,3479,1838
Aliso Viejo,4br,5,2018,5/1/18,3153,1838
Laguna Beach,4br,5,2018,5/1/18,4035,1838
Los Angeles,Studio,6,2018,6/1/18,1143,830
Anaheim,Studio,6,2018,6/1/18,1363,830
Santa Ana,Studio,6,2018,6/1/18,1206,830
Irvine,Studio,6,2018,6/1/18,1758,830
Huntington Beach,Studio,6,2018,6/1/18,1528,830
Garden Grove,Studio,6,2018,6/1/18,1368,830
Orange,Studio,6,2018,6/1/18,1499,830
Fullerton,Studio,6,2018,6/1/18,1295,830
Costa Mesa,Studio,6,2018,6/1/18,1535,830
Newport Beach,Studio,6,2018,6/1/18,2417,830
Laguna Niguel,Studio,6,2018,6/1/18,1536,830
Aliso Viejo,Studio,6,2018,6/1/18,1380,830
Laguna Beach,Studio,6,2018,6/1/18,1794,830
Los Angeles,1br,6,2018,6/1/18,1361,950
Anaheim,1br,6,2018,6/1/18,1622,950
Santa Ana,1br,6,2018,6/1/18,1435,950
Irvine,1br,6,2018,6/1/18,2092,950
Huntington Beach,1br,6,2018,6/1/18,1819,950
Garden Grove,1br,6,2018,6/1/18,1628,950
Orange,1br,6,2018,6/1/18,1784,950
Fullerton,1br,6,2018,6/1/18,1541,950
Costa Mesa,1br,6,2018,6/1/18,1828,950
Newport Beach,1br,6,2018,6/1/18,2877,950
Laguna Niguel,1br,6,2018,6/1/18,1828,950
Aliso Viejo,1br,6,2018,6/1/18,1643,950
Laguna Beach,1br,6,2018,6/1/18,2136,950
Los Angeles,2br,6,2018,6/1/18,1748,1178
Anaheim,2br,6,2018,6/1/18,2084,1178
Santa Ana,2br,6,2018,6/1/18,1844,1178
Irvine,2br,6,2018,6/1/18,2688,1178
Huntington Beach,2br,6,2018,6/1/18,2337,1178
Garden Grove,2br,6,2018,6/1/18,2092,1178
Orange,2br,6,2018,6/1/18,2292,1178
Fullerton,2br,6,2018,6/1/18,1980,1178
Costa Mesa,2br,6,2018,6/1/18,2348,1178
Newport Beach,2br,6,2018,6/1/18,3697,1178
Laguna Niguel,2br,6,2018,6/1/18,2349,1178
Aliso Viejo,2br,6,2018,6/1/18,2111,1178
Laguna Beach,2br,6,2018,6/1/18,2744,1178
Los Angeles,3br,6,2018,6/1/18,2376,1583
Anaheim,3br,6,2018,6/1/18,2833,1583
Santa Ana,3br,6,2018,6/1/18,2506,1583
Irvine,3br,6,2018,6/1/18,3654,1583
Huntington Beach,3br,6,2018,6/1/18,3176,1583
Garden Grove,3br,6,2018,6/1/18,2843,1583
Orange,3br,6,2018,6/1/18,3115,1583
Fullerton,3br,6,2018,6/1/18,2691,1583
Costa Mesa,3br,6,2018,6/1/18,3192,1583
Newport Beach,3br,6,2018,6/1/18,5024,1583
Laguna Niguel,3br,6,2018,6/1/18,3192,1583
Aliso Viejo,3br,6,2018,6/1/18,2869,1583
Laguna Beach,3br,6,2018,6/1/18,3730,1583
Los Angeles,4br,6,2018,6/1/18,2620,1844
Anaheim,4br,6,2018,6/1/18,3124,1844
Santa Ana,4br,6,2018,6/1/18,2763,1844
Irvine,4br,6,2018,6/1/18,4029,1844
Huntington Beach,4br,6,2018,6/1/18,3502,1844
Garden Grove,4br,6,2018,6/1/18,3134,1844
Orange,4br,6,2018,6/1/18,3434,1844
Fullerton,4br,6,2018,6/1/18,2967,1844
Costa Mesa,4br,6,2018,6/1/18,3519,1844
Newport Beach,4br,6,2018,6/1/18,5540,1844
Laguna Niguel,4br,6,2018,6/1/18,3520,1844
Aliso Viejo,4br,6,2018,6/1/18,3163,1844
Laguna Beach,4br,6,2018,6/1/18,4112,1844
Los Angeles,Studio,7,2018,7/1/18,1146,831
Anaheim,Studio,7,2018,7/1/18,1377,831
Santa Ana,Studio,7,2018,7/1/18,1215,831
Irvine,Studio,7,2018,7/1/18,1768,831
Huntington Beach,Studio,7,2018,7/1/18,1552,831
Garden Grove,Studio,7,2018,7/1/18,1367,831
Orange,Studio,7,2018,7/1/18,1501,831
Fullerton,Studio,7,2018,7/1/18,1300,831
Costa Mesa,Studio,7,2018,7/1/18,1531,831
Newport Beach,Studio,7,2018,7/1/18,2372,831
Laguna Niguel,Studio,7,2018,7/1/18,1538,831
Aliso Viejo,Studio,7,2018,7/1/18,1387,831
Laguna Beach,Studio,7,2018,7/1/18,1710,831
Los Angeles,1br,7,2018,7/1/18,1364,951
Anaheim,1br,7,2018,7/1/18,1639,951
Santa Ana,1br,7,2018,7/1/18,1447,951
Irvine,1br,7,2018,7/1/18,2104,951
Huntington Beach,1br,7,2018,7/1/18,1847,951
Garden Grove,1br,7,2018,7/1/18,1627,951
Orange,1br,7,2018,7/1/18,1787,951
Fullerton,1br,7,2018,7/1/18,1548,951
Costa Mesa,1br,7,2018,7/1/18,1823,951
Newport Beach,1br,7,2018,7/1/18,2823,951
Laguna Niguel,1br,7,2018,7/1/18,1831,951
Aliso Viejo,1br,7,2018,7/1/18,1651,951
Laguna Beach,1br,7,2018,7/1/18,2035,951
Los Angeles,2br,7,2018,7/1/18,1752,1180
Anaheim,2br,7,2018,7/1/18,2106,1180
Santa Ana,2br,7,2018,7/1/18,1859,1180
Irvine,2br,7,2018,7/1/18,2703,1180
Huntington Beach,2br,7,2018,7/1/18,2373,1180
Garden Grove,2br,7,2018,7/1/18,2091,1180
Orange,2br,7,2018,7/1/18,2296,1180
Fullerton,2br,7,2018,7/1/18,1989,1180
Costa Mesa,2br,7,2018,7/1/18,2342,1180
Newport Beach,2br,7,2018,7/1/18,3627,1180
Laguna Niguel,2br,7,2018,7/1/18,2353,1180
Aliso Viejo,2br,7,2018,7/1/18,2121,1180
Laguna Beach,2br,7,2018,7/1/18,2615,1180
Los Angeles,3br,7,2018,7/1/18,2381,1585
Anaheim,3br,7,2018,7/1/18,2862,1585
Santa Ana,3br,7,2018,7/1/18,2526,1585
Irvine,3br,7,2018,7/1/18,3674,1585
Huntington Beach,3br,7,2018,7/1/18,3225,1585
Garden Grove,3br,7,2018,7/1/18,2842,1585
Orange,3br,7,2018,7/1/18,3121,1585
Fullerton,3br,7,2018,7/1/18,2703,1585
Costa Mesa,3br,7,2018,7/1/18,3183,1585
Newport Beach,3br,7,2018,7/1/18,4930,1585
Laguna Niguel,3br,7,2018,7/1/18,3198,1585
Aliso Viejo,3br,7,2018,7/1/18,2883,1585
Laguna Beach,3br,7,2018,7/1/18,3553,1585
Los Angeles,4br,7,2018,7/1/18,2626,1847
Anaheim,4br,7,2018,7/1/18,3156,1847
Santa Ana,4br,7,2018,7/1/18,2785,1847
Irvine,4br,7,2018,7/1/18,4051,1847
Huntington Beach,4br,7,2018,7/1/18,3556,1847
Garden Grove,4br,7,2018,7/1/18,3134,1847
Orange,4br,7,2018,7/1/18,3441,1847
Fullerton,4br,7,2018,7/1/18,2980,1847
Costa Mesa,4br,7,2018,7/1/18,3510,1847
Newport Beach,4br,7,2018,7/1/18,5436,1847
Laguna Niguel,4br,7,2018,7/1/18,3526,1847
Aliso Viejo,4br,7,2018,7/1/18,3178,1847
Laguna Beach,4br,7,2018,7/1/18,3918,1847
Los Angeles,Studio,8,2018,8/1/18,1147,831
Anaheim,Studio,8,2018,8/1/18,1389,831
Santa Ana,Studio,8,2018,8/1/18,1221,831
Irvine,Studio,8,2018,8/1/18,1775,831
Huntington Beach,Studio,8,2018,8/1/18,1566,831
Garden Grove,Studio,8,2018,8/1/18,1371,831
Orange,Studio,8,2018,8/1/18,1495,831
Fullerton,Studio,8,2018,8/1/18,1303,831
Costa Mesa,Studio,8,2018,8/1/18,1529,831
Newport Beach,Studio,8,2018,8/1/18,2345,831
Laguna Niguel,Studio,8,2018,8/1/18,1527,831
Aliso Viejo,Studio,8,2018,8/1/18,1379,831
Laguna Beach,Studio,8,2018,8/1/18,1696,831
Los Angeles,1br,8,2018,8/1/18,1366,951
Anaheim,1br,8,2018,8/1/18,1653,951
Santa Ana,1br,8,2018,8/1/18,1454,951
Irvine,1br,8,2018,8/1/18,2113,951
Huntington Beach,1br,8,2018,8/1/18,1864,951
Garden Grove,1br,8,2018,8/1/18,1631,951
Orange,1br,8,2018,8/1/18,1780,951
Fullerton,1br,8,2018,8/1/18,1551,951
Costa Mesa,1br,8,2018,8/1/18,1820,951
Newport Beach,1br,8,2018,8/1/18,2791,951
Laguna Niguel,1br,8,2018,8/1/18,1818,951
Aliso Viejo,1br,8,2018,8/1/18,1641,951
Laguna Beach,1br,8,2018,8/1/18,2019,951
Los Angeles,2br,8,2018,8/1/18,1755,1180
Anaheim,2br,8,2018,8/1/18,2124,1180
Santa Ana,2br,8,2018,8/1/18,1868,1180
Irvine,2br,8,2018,8/1/18,2715,1180
Huntington Beach,2br,8,2018,8/1/18,2395,1180
Garden Grove,2br,8,2018,8/1/18,2096,1180
Orange,2br,8,2018,8/1/18,2287,1180
Fullerton,2br,8,2018,8/1/18,1994,1180
Costa Mesa,2br,8,2018,8/1/18,2339,1180
Newport Beach,2br,8,2018,8/1/18,3586,1180
Laguna Niguel,2br,8,2018,8/1/18,2336,1180
Aliso Viejo,2br,8,2018,8/1/18,2109,1180
Laguna Beach,2br,8,2018,8/1/18,2594,1180
Los Angeles,3br,8,2018,8/1/18,2385,1585
Anaheim,3br,8,2018,8/1/18,2887,1585
Santa Ana,3br,8,2018,8/1/18,2539,1585
Irvine,3br,8,2018,8/1/18,3690,1585
Huntington Beach,3br,8,2018,8/1/18,3255,1585
Garden Grove,3br,8,2018,8/1/18,2849,1585
Orange,3br,8,2018,8/1/18,3108,1585
Fullerton,3br,8,2018,8/1/18,2709,1585
Costa Mesa,3br,8,2018,8/1/18,3178,1585
Newport Beach,3br,8,2018,8/1/18,4874,1585
Laguna Niguel,3br,8,2018,8/1/18,3175,1585
Aliso Viejo,3br,8,2018,8/1/18,2867,1585
Laguna Beach,3br,8,2018,8/1/18,3525,1585
Los Angeles,4br,8,2018,8/1/18,2630,1847
Anaheim,4br,8,2018,8/1/18,3183,1847
Santa Ana,4br,8,2018,8/1/18,2799,1847
Irvine,4br,8,2018,8/1/18,4068,1847
